person_age,person_gender,person_education,person_state,person_income,person_emp_status,person_emp_exp,person_home_ownership,help_debt_amount,loan_amnt,loan_intent,loan_term_months,loan_int_rate,loan_percent_income,credit_history_length,credit_score,previous_loan_defaults_on_file,loan_status,flag_income_loan_mismatch,flag_young_high_loan
44,MALE,CERTIFICATE/DIPLOMA,NSW,169850,PART-TIME,6,MORTGAGE,0,23700,PERSONAL,36,13.2,0.13953488372093023,23,532,NO,1,0,0
41,FEMALE,BACHELOR,VIC,62704,FULL-TIME,6,MORTGAGE,11986,23500,MEDICAL,36,14.47,0.37477672875733603,21,823,NO,0,0,0
49,FEMALE,BACHELOR,VIC,80536,FULL-TIME,5,MORTGAGE,0,32500,VEHICLE,48,7.21,0.40354624019072216,28,858,NO,1,0,0
29,FEMALE,POSTGRADUATE,QLD,94206,CASUAL,6,MORTGAGE,0,10200,DEBT_CONSOLIDATION,36,12.92,0.10827335838481625,8,471,NO,0,0,0
44,FEMALE,BACHELOR,QLD,43653,FULL-TIME,1,RENT,17270,15000,VEHICLE,60,17.04,0.3436189952580579,24,946,NO,1,0,0
57,FEMALE,BACHELOR,NSW,23790,FULL-TIME,5,RENT,30509,24900,VEHICLE,48,14.92,1.0466582597730139,37,585,NO,0,1,0
40,MALE,DOCTORATE,NSW,30410,FULL-TIME,5,FAMILY,22188,15600,MEDICAL,84,24.6,0.5129891483064781,20,645,NO,1,1,0
22,FEMALE,BACHELOR,SA,69698,FULL-TIME,4,FAMILY,120000,7000,PERSONAL,36,22.08,0.10043329794255215,4,575,NO,0,0,0
41,MALE,CERTIFICATE/DIPLOMA,SA,59682,PART-TIME,4,MORTGAGE,0,11800,EDUCATION,36,10.98,0.1977145538018163,23,945,NO,0,0,0
39,FEMALE,HIGH SCHOOL,SA,42102,FULL-TIME,1,MORTGAGE,0,7500,HOME_IMPROVEMENT,60,8.61,0.1781388057574462,20,837,NO,1,0,0
33,FEMALE,CERTIFICATE/DIPLOMA,WA,49245,FULL-TIME,9,MORTGAGE,0,16900,DEBT_CONSOLIDATION,60,15.61,0.3431820489389786,13,473,NO,0,0,0
61,FEMALE,BACHELOR,SA,57251,UNEMPLOYED,4,MORTGAGE,0,10900,DEBT_CONSOLIDATION,72,16.74,0.19038968751637525,42,1109,NO,0,0,0
53,MALE,CERTIFICATE/DIPLOMA,VIC,71706,UNEMPLOYED,2,OWN,0,8000,HOME_IMPROVEMENT,60,17.19,0.1115666750341673,33,679,NO,0,0,0
57,FEMALE,HIGH SCHOOL,QLD,59783,FULL-TIME,2,OWN,0,24400,HOME_IMPROVEMENT,60,15.67,0.40814278306541996,37,871,NO,0,0,0
33,MALE,CERTIFICATE/DIPLOMA,NSW,71057,FULL-TIME,1,RENT,0,18500,VEHICLE,60,18.62,0.26035436339839846,11,650,NO,1,0,0
44,FEMALE,CERTIFICATE/DIPLOMA,QLD,65954,CASUAL,5,OWN,0,10000,MEDICAL,24,8.75,0.15162082663674684,25,650,NO,0,0,0
33,MALE,BACHELOR,NSW,67932,PART-TIME,3,MORTGAGE,43548,32000,DEBT_CONSOLIDATION,72,14.15,0.4710592945887064,13,820,NO,1,0,0
57,MALE,BACHELOR,VIC,28764,FULL-TIME,7,OWN,0,7700,DEBT_CONSOLIDATION,36,15.65,0.2676957307745793,38,883,NO,0,0,0
58,FEMALE,BACHELOR,NSW,57404,UNEMPLOYED,8,RENT,0,11000,VEHICLE,60,15.22,0.19162427705386384,37,696,NO,1,0,0
29,FEMALE,CERTIFICATE/DIPLOMA,NSW,81568,FULL-TIME,11,OWN,0,27000,DEBT_CONSOLIDATION,36,15.18,0.3310121616320126,7,734,NO,1,0,0
40,MALE,BACHELOR,NSW,48621,FULL-TIME,8,RENT,9835,8400,MEDICAL,72,16.08,0.17276485469241687,21,624,NO,0,0,0
40,FEMALE,CERTIFICATE/DIPLOMA,NSW,87725,PART-TIME,11,OWN,0,7700,VEHICLE,84,17.23,0.0877742946708464,22,825,NO,1,0,0
34,FEMALE,DOCTORATE,WA,88255,FULL-TIME,2,MORTGAGE,13634,5400,DEBT_CONSOLIDATION,24,11.59,0.061186335051838424,12,752,NO,1,0,0
42,FEMALE,CERTIFICATE/DIPLOMA,VIC,140916,SELF-EMPLOYED,11,OTHER,0,9700,EDUCATION,36,13.89,0.06883533452553295,21,795,NO,0,0,0
43,FEMALE,BACHELOR,QLD,73023,FULL-TIME,20,RENT,0,21200,VEHICLE,12,11.52,0.2903194883803733,23,712,NO,1,0,0
45,FEMALE,POSTGRADUATE,VIC,30421,FULL-TIME,4,MORTGAGE,11102,46100,VEHICLE,72,14.49,1.5154005456756845,24,970,YES,0,1,0
49,MALE,POSTGRADUATE,NSW,85700,FULL-TIME,6,OWN,22847,31700,DEBT_CONSOLIDATION,24,5.5,0.36989498249708286,27,986,NO,1,0,0
35,MALE,BACHELOR,NSW,37888,SELF-EMPLOYED,11,RENT,31016,28100,HOME_IMPROVEMENT,36,15.84,0.7416596283783784,13,710,NO,0,1,0
36,MALE,HIGH SCHOOL,NSW,61514,FULL-TIME,14,MORTGAGE,0,5100,HOLIDAY,48,10.22,0.08290795591247521,16,521,YES,0,0,0
48,MALE,CERTIFICATE/DIPLOMA,VIC,50739,PART-TIME,18,FAMILY,0,9100,DEBT_CONSOLIDATION,60,11.04,0.17934921854983346,29,838,NO,0,0,0
63,FEMALE,CERTIFICATE/DIPLOMA,VIC,174762,PART-TIME,8,RENT,0,7100,HOME_IMPROVEMENT,72,20.4,0.040626680857394626,45,743,YES,0,0,0
56,MALE,POSTGRADUATE,NSW,179578,FULL-TIME,17,RENT,0,15100,VEHICLE,36,8.92,0.08408602390047779,34,700,YES,0,0,0
34,MALE,HIGH SCHOOL,NSW,100823,SELF-EMPLOYED,7,OWN,0,26100,VEHICLE,60,10.66,0.2588695039822263,13,989,NO,1,0,0
30,FEMALE,HIGH SCHOOL,VIC,130206,PART-TIME,4,MORTGAGE,0,21900,VEHICLE,60,16.39,0.16819501405465187,12,806,NO,1,0,0
42,MALE,CERTIFICATE/DIPLOMA,NSW,68417,PART-TIME,10,FAMILY,0,12700,DEBT_CONSOLIDATION,72,22.46,0.1856263794086265,23,863,NO,1,0,0
32,MALE,HIGH SCHOOL,VIC,93336,FULL-TIME,6,FAMILY,0,9100,DEBT_CONSOLIDATION,60,14.67,0.09749721436530386,13,913,YES,1,0,0
25,FEMALE,CERTIFICATE/DIPLOMA,NT,74200,FULL-TIME,4,OWN,0,7900,DEBT_CONSOLIDATION,60,9.99,0.10646900269541779,7,459,NO,1,0,0
43,MALE,HIGH SCHOOL,NSW,73662,FULL-TIME,15,MORTGAGE,0,52500,PERSONAL,36,14.98,0.7127148326138307,24,946,NO,1,1,0
75,MALE,POSTGRADUATE,NSW,45222,FULL-TIME,6,MORTGAGE,0,75000,PERSONAL,48,12.84,1.6584848082791561,56,771,YES,0,1,0
54,NON-BINARY,BACHELOR,SA,22821,FULL-TIME,12,OWN,0,17200,DEBT_CONSOLIDATION,36,17.57,0.7536917751194075,32,793,NO,0,1,0
34,FEMALE,POSTGRADUATE,VIC,89650,PART-TIME,13,OWN,0,11200,DEBT_CONSOLIDATION,36,14.81,0.1249302844394869,16,858,NO,1,0,0
61,FEMALE,BACHELOR,VIC,42709,FULL-TIME,5,MORTGAGE,0,36700,VEHICLE,60,14.91,0.8593036596501908,41,817,NO,1,1,0
44,FEMALE,POSTGRADUATE,QLD,74649,FULL-TIME,8,OWN,23005,14500,VEHICLE,72,13.11,0.19424238770780586,22,860,NO,1,0,0
25,MALE,CERTIFICATE/DIPLOMA,NSW,82445,SELF-EMPLOYED,7,RENT,0,12400,DEBT_CONSOLIDATION,60,9.94,0.15040329916914308,4,695,NO,1,0,0
35,MALE,POSTGRADUATE,QLD,41991,FULL-TIME,17,RENT,0,19700,VEHICLE,24,19.49,0.4691481507942178,14,886,NO,1,0,0
38,FEMALE,BACHELOR,NSW,87869,UNEMPLOYED,6,OWN,0,26900,DEBT_CONSOLIDATION,36,13.32,0.30613754566456886,17,836,YES,0,0,0
70,FEMALE,CERTIFICATE/DIPLOMA,NSW,44484,FULL-TIME,2,OWN,9959,8400,HOME_IMPROVEMENT,48,14.53,0.18883193957377933,49,442,NO,1,0,0
48,FEMALE,BACHELOR,ACT,42782,FULL-TIME,23,MORTGAGE,0,4300,VEHICLE,36,13.14,0.10050956009536721,28,767,YES,1,0,0
31,MALE,BACHELOR,VIC,83214,PART-TIME,8,MORTGAGE,5623,21000,EDUCATION,60,14.61,0.25236138149830556,10,873,NO,1,0,0
55,FEMALE,BACHELOR,QLD,28378,PART-TIME,3,MORTGAGE,0,14800,VEHICLE,12,14.22,0.5215307632673197,34,634,NO,1,1,0
55,MALE,POSTGRADUATE,ACT,31471,PART-TIME,9,OWN,0,10200,HOME_IMPROVEMENT,48,13.61,0.3241079088684821,36,530,NO,0,0,0
45,FEMALE,CERTIFICATE/DIPLOMA,NSW,39477,FULL-TIME,2,MORTGAGE,22786,18900,VEHICLE,48,7.68,0.47875978417812903,25,687,NO,0,0,0
38,FEMALE,BACHELOR,SA,90400,FULL-TIME,20,MORTGAGE,0,19800,VEHICLE,48,20.71,0.21902654867256638,18,888,NO,1,0,0
37,MALE,BACHELOR,NSW,72162,CASUAL,12,RENT,36021,53000,VEHICLE,24,10.51,0.7344585793076689,16,684,YES,0,1,0
54,FEMALE,BACHELOR,VIC,54186,CASUAL,8,RENT,41070,18200,DEBT_CONSOLIDATION,60,12.36,0.33588011663529327,36,870,NO,1,0,0
35,FEMALE,POSTGRADUATE,QLD,48185,FULL-TIME,6,MORTGAGE,49851,10600,VEHICLE,24,15.11,0.219985472657466,15,699,NO,1,0,0
29,MALE,BACHELOR,NSW,104497,FULL-TIME,10,RENT,26539,27900,VEHICLE,60,19.89,0.26699331081275063,9,945,NO,1,0,0
28,MALE,CERTIFICATE/DIPLOMA,VIC,47523,SELF-EMPLOYED,10,OTHER,0,16700,VEHICLE,36,16.12,0.3514087915325211,9,926,NO,1,0,0
36,MALE,HIGH SCHOOL,NT,72443,SELF-EMPLOYED,7,RENT,0,17100,VEHICLE,84,11.91,0.2360476512568502,16,1005,NO,1,0,0
26,MALE,BACHELOR,NT,50990,FULL-TIME,8,MORTGAGE,11301,15700,VEHICLE,24,16.86,0.3079035104922534,7,833,NO,1,0,0
57,MALE,POSTGRADUATE,NSW,23170,PART-TIME,19,FAMILY,10362,43600,VEHICLE,72,15.87,1.881743634009495,36,752,NO,1,1,0
52,FEMALE,HIGH SCHOOL,NSW,100481,FULL-TIME,17,OWN,0,11300,HOLIDAY,48,18.56,0.11245907186433256,33,761,NO,1,0,0
55,MALE,BACHELOR,NSW,136653,PART-TIME,8,RENT,28942,19100,DEBT_CONSOLIDATION,60,13.63,0.13977007456843246,36,788,YES,1,0,0
32,MALE,HIGH SCHOOL,VIC,103741,FULL-TIME,14,MORTGAGE,0,34300,VEHICLE,48,10.77,0.33063109088981213,11,630,NO,1,0,0
59,MALE,HIGH SCHOOL,VIC,52407,SELF-EMPLOYED,16,OWN,0,7400,VEHICLE,12,14.6,0.1412025111149274,38,830,NO,1,0,0
39,MALE,POSTGRADUATE,NSW,62328,PART-TIME,1,OWN,23714,8800,DEBT_CONSOLIDATION,48,16.0,0.14118855089205493,21,980,NO,1,0,0
75,MALE,HIGH SCHOOL,VIC,83705,FULL-TIME,10,OWN,0,19400,VEHICLE,36,14.51,0.23176632220297474,53,694,NO,1,0,0
70,MALE,POSTGRADUATE,NSW,60536,SELF-EMPLOYED,10,FAMILY,38889,19300,VEHICLE,36,12.56,0.3188185542487115,49,720,NO,0,0,0
42,MALE,POSTGRADUATE,NSW,82180,CASUAL,3,MORTGAGE,11304,17200,HOLIDAY,60,13.47,0.20929666585543927,21,711,NO,1,0,0
67,FEMALE,CERTIFICATE/DIPLOMA,VIC,60503,FULL-TIME,4,RENT,0,12100,HOLIDAY,24,18.89,0.1999900831363734,46,951,NO,1,0,0
31,MALE,POSTGRADUATE,VIC,71871,UNEMPLOYED,13,MORTGAGE,17813,4900,HOME_IMPROVEMENT,24,13.84,0.06817770728110085,12,858,YES,1,0,0
37,MALE,CERTIFICATE/DIPLOMA,NSW,38906,FULL-TIME,14,MORTGAGE,0,14700,MEDICAL,48,15.18,0.3778337531486146,17,768,NO,1,0,0
49,FEMALE,HIGH SCHOOL,VIC,60278,FULL-TIME,6,OWN,0,15600,DEBT_CONSOLIDATION,72,11.55,0.2588008892133117,31,448,YES,0,0,0
35,FEMALE,CERTIFICATE/DIPLOMA,VIC,69906,FULL-TIME,9,MORTGAGE,0,15500,VEHICLE,48,14.89,0.221726318198724,15,829,NO,1,0,0
58,FEMALE,BACHELOR,NSW,32996,CASUAL,12,OWN,0,6700,VEHICLE,36,13.54,0.2030549157473633,39,662,NO,1,0,0
32,FEMALE,POSTGRADUATE,NSW,50751,FULL-TIME,9,OWN,0,34600,DEBT_CONSOLIDATION,24,15.51,0.6817599653208803,12,831,YES,0,1,0
40,FEMALE,BACHELOR,NSW,26762,FULL-TIME,11,MORTGAGE,0,10000,DEBT_CONSOLIDATION,36,8.34,0.37366415066138553,18,929,YES,1,0,0
33,MALE,BACHELOR,VIC,177640,FULL-TIME,3,OTHER,0,34300,VEHICLE,36,16.01,0.193087142535465,15,664,NO,1,0,0
33,FEMALE,CERTIFICATE/DIPLOMA,NSW,70693,FULL-TIME,12,MORTGAGE,0,9900,HOLIDAY,60,13.65,0.1400421541029522,15,836,NO,1,0,0
42,FEMALE,BACHELOR,QLD,116157,PART-TIME,4,OWN,16952,19600,MEDICAL,60,20.88,0.16873714024983427,22,655,NO,1,0,0
47,FEMALE,BACHELOR,VIC,77479,UNEMPLOYED,6,MORTGAGE,0,16100,EDUCATION,36,7.68,0.20779824210431214,26,792,NO,0,0,0
45,FEMALE,CERTIFICATE/DIPLOMA,NSW,38193,FULL-TIME,12,OWN,0,11700,VEHICLE,48,13.48,0.306338857905899,23,811,NO,0,0,0
40,FEMALE,BACHELOR,NSW,45128,FULL-TIME,5,OWN,0,14700,DEBT_CONSOLIDATION,84,15.82,0.32574011700053185,18,581,NO,0,0,0
42,FEMALE,HIGH SCHOOL,QLD,39282,FULL-TIME,15,OWN,0,34300,VEHICLE,36,5.93,0.873173463672929,21,925,YES,0,1,0
57,MALE,BACHELOR,NSW,29298,CASUAL,3,MORTGAGE,0,4000,DEBT_CONSOLIDATION,60,13.37,0.13652809065465218,35,722,YES,1,0,0
38,FEMALE,BACHELOR,NSW,41285,FULL-TIME,5,MORTGAGE,9015,9200,EDUCATION,12,12.21,0.22284122562674094,17,871,NO,1,0,0
31,FEMALE,HIGH SCHOOL,WA,72594,FULL-TIME,4,MORTGAGE,0,35500,VEHICLE,36,14.35,0.4890211312229661,9,659,NO,0,0,0
52,MALE,BACHELOR,VIC,93722,FULL-TIME,9,RENT,0,11900,DEBT_CONSOLIDATION,36,15.51,0.1269712554149506,30,786,NO,1,0,0
52,MALE,CERTIFICATE/DIPLOMA,QLD,140096,CASUAL,7,MORTGAGE,0,13600,HOME_IMPROVEMENT,48,16.73,0.09707629054362722,31,613,NO,0,0,0
75,FEMALE,DOCTORATE,NSW,81525,FULL-TIME,6,RENT,35985,16100,HOLIDAY,12,13.33,0.1974854339159767,54,574,NO,1,0,0
67,FEMALE,CERTIFICATE/DIPLOMA,NSW,51361,PART-TIME,6,MORTGAGE,0,75000,EDUCATION,36,14.73,1.460251942135083,45,730,NO,0,1,0
55,FEMALE,CERTIFICATE/DIPLOMA,SA,55180,PART-TIME,8,MORTGAGE,0,21900,HOME_IMPROVEMENT,72,16.42,0.3968829285973179,37,746,NO,1,0,0
73,FEMALE,CERTIFICATE/DIPLOMA,NSW,105962,SELF-EMPLOYED,13,RENT,0,8800,PERSONAL,36,9.74,0.08304864007851871,52,724,NO,0,0,0
40,MALE,HIGH SCHOOL,VIC,38873,FULL-TIME,16,MORTGAGE,0,19500,HOME_IMPROVEMENT,84,17.13,0.5016335245543179,20,640,YES,0,1,0
69,MALE,HIGH SCHOOL,WA,59076,FULL-TIME,6,MORTGAGE,0,6400,HOME_IMPROVEMENT,12,11.29,0.10833502606811565,50,566,NO,0,0,0
41,MALE,CERTIFICATE/DIPLOMA,NSW,150807,FULL-TIME,4,FAMILY,0,30700,DEBT_CONSOLIDATION,48,15.55,0.20357145225354262,20,829,NO,1,0,0
35,FEMALE,HIGH SCHOOL,SA,143222,PART-TIME,12,FAMILY,0,8500,VEHICLE,24,8.52,0.0593484241247853,13,394,NO,1,0,0
51,FEMALE,CERTIFICATE/DIPLOMA,VIC,47626,FULL-TIME,6,RENT,0,43600,MEDICAL,48,12.07,0.9154663419140805,30,723,NO,0,1,0
27,FEMALE,BACHELOR,NSW,81917,PART-TIME,7,OWN,0,26200,VEHICLE,36,11.93,0.31983593149163175,9,739,NO,0,0,0
48,FEMALE,BACHELOR,QLD,121365,PART-TIME,16,MORTGAGE,0,4600,DEBT_CONSOLIDATION,36,9.63,0.03790219585547728,29,697,NO,1,0,0
23,MALE,CERTIFICATE/DIPLOMA,VIC,68230,SELF-EMPLOYED,4,FAMILY,0,26300,DEBT_CONSOLIDATION,48,20.91,0.38546094093507255,5,754,NO,1,0,0
44,MALE,HIGH SCHOOL,SA,33781,FULL-TIME,5,RENT,0,4800,HOME_IMPROVEMENT,60,16.36,0.1420917083567686,23,809,NO,1,0,0
32,MALE,BACHELOR,VIC,69622,FULL-TIME,0,MORTGAGE,0,15800,HOME_IMPROVEMENT,48,18.87,0.22693976042055672,12,769,NO,1,0,0
39,MALE,BACHELOR,NSW,20000,SELF-EMPLOYED,5,RENT,10526,21300,HOLIDAY,48,15.78,1.065,19,742,NO,0,1,0
64,FEMALE,BACHELOR,VIC,56865,CASUAL,8,OWN,0,21000,DEBT_CONSOLIDATION,36,20.21,0.3692957003429174,44,631,NO,0,0,0
44,MALE,POSTGRADUATE,NSW,86035,FULL-TIME,11,MORTGAGE,0,16200,HOME_IMPROVEMENT,60,12.36,0.18829546114953216,23,686,NO,1,0,0
23,FEMALE,HIGH SCHOOL,NSW,20987,CASUAL,5,RENT,0,4500,HOME_IMPROVEMENT,60,16.25,0.21441844951636727,3,778,NO,0,0,0
75,FEMALE,HIGH SCHOOL,NSW,101405,PART-TIME,31,RENT,0,19500,HOME_IMPROVEMENT,72,12.78,0.19229821014742862,55,755,YES,0,0,0
45,MALE,BACHELOR,VIC,59743,PART-TIME,3,RENT,26616,13400,VEHICLE,36,14.02,0.22429405955509432,25,737,YES,1,0,0
57,MALE,CERTIFICATE/DIPLOMA,NSW,41546,SELF-EMPLOYED,24,RENT,8919,40900,DEBT_CONSOLIDATION,48,15.1,0.9844509700091465,35,877,NO,1,1,0
47,FEMALE,CERTIFICATE/DIPLOMA,VIC,48016,SELF-EMPLOYED,10,RENT,0,16200,VEHICLE,48,13.34,0.33738753748750416,28,668,NO,0,0,0
71,FEMALE,BACHELOR,VIC,79780,PART-TIME,6,RENT,0,24700,DEBT_CONSOLIDATION,36,8.98,0.3096014038606167,52,626,NO,1,0,0
65,MALE,CERTIFICATE/DIPLOMA,VIC,23597,SELF-EMPLOYED,5,OTHER,0,7700,VEHICLE,24,11.8,0.32631266686443194,45,916,NO,1,0,0
45,MALE,POSTGRADUATE,VIC,105514,FULL-TIME,5,RENT,12931,24800,VEHICLE,12,8.4,0.23503989991849422,25,944,NO,1,0,0
54,FEMALE,CERTIFICATE/DIPLOMA,NT,37085,FULL-TIME,2,RENT,0,18800,DEBT_CONSOLIDATION,60,14.98,0.5069435081569368,34,926,NO,1,1,0
30,FEMALE,POSTGRADUATE,QLD,35269,FULL-TIME,12,MORTGAGE,0,24400,VEHICLE,48,15.61,0.6918256826107914,10,627,NO,0,1,0
48,MALE,HIGH SCHOOL,QLD,46011,FULL-TIME,8,RENT,0,22300,VEHICLE,60,10.72,0.48466671013453305,26,546,YES,0,0,0
33,MALE,BACHELOR,NSW,23175,CASUAL,12,MORTGAGE,36093,10000,HOLIDAY,24,15.89,0.43149946062567424,15,893,NO,1,0,0
34,MALE,BACHELOR,NSW,84905,PART-TIME,7,FAMILY,0,10800,VEHICLE,36,23.38,0.12720098934102822,16,817,NO,1,0,0
29,FEMALE,BACHELOR,NSW,57176,CASUAL,0,MORTGAGE,0,57200,VEHICLE,72,12.36,1.000419756541206,9,650,NO,0,1,0
67,MALE,BACHELOR,QLD,104752,FULL-TIME,2,RENT,0,6600,DEBT_CONSOLIDATION,48,12.44,0.06300595692683672,45,1087,NO,1,0,0
53,FEMALE,BACHELOR,VIC,92343,FULL-TIME,3,OTHER,0,14700,EDUCATION,36,14.96,0.15918911016536175,34,867,NO,1,0,0
67,MALE,CERTIFICATE/DIPLOMA,NSW,56038,FULL-TIME,8,RENT,0,7300,DEBT_CONSOLIDATION,12,13.03,0.13026874620793033,46,508,NO,1,0,0
62,FEMALE,POSTGRADUATE,VIC,57387,FULL-TIME,8,MORTGAGE,0,10100,DEBT_CONSOLIDATION,48,15.12,0.17599804833847388,41,614,YES,0,0,0
39,MALE,POSTGRADUATE,SA,76320,FULL-TIME,8,MORTGAGE,0,5200,DEBT_CONSOLIDATION,48,16.13,0.06813417190775681,20,889,NO,1,0,0
23,MALE,BACHELOR,NSW,163298,FULL-TIME,5,OWN,0,13800,VEHICLE,36,18.24,0.08450807725752918,2,822,NO,1,0,0
75,MALE,BACHELOR,QLD,26494,UNEMPLOYED,6,RENT,0,12600,VEHICLE,60,14.82,0.4755793764625953,55,888,NO,0,0,0
44,FEMALE,HIGH SCHOOL,VIC,53843,FULL-TIME,4,RENT,0,10200,MEDICAL,72,15.07,0.18943966718050628,26,520,NO,0,0,0
26,MALE,DOCTORATE,NSW,66681,FULL-TIME,8,MORTGAGE,0,15700,DEBT_CONSOLIDATION,36,19.55,0.23544937838364752,8,832,NO,1,0,0
25,MALE,BACHELOR,NSW,66797,FULL-TIME,1,RENT,20538,10700,VEHICLE,48,15.04,0.16018683473808704,7,546,NO,0,0,0
45,MALE,POSTGRADUATE,WA,33409,CASUAL,1,OWN,27122,20900,VEHICLE,36,14.79,0.6255799335508396,23,568,NO,0,1,0
40,FEMALE,BACHELOR,NSW,112007,SELF-EMPLOYED,5,OWN,11214,42900,VEHICLE,72,15.34,0.3830117760497112,21,965,NO,0,0,0
49,FEMALE,BACHELOR,QLD,109937,FULL-TIME,4,MORTGAGE,0,13100,PERSONAL,24,11.27,0.11915915478865169,27,829,NO,1,0,0
19,MALE,DOCTORATE,NSW,124884,FULL-TIME,1,OTHER,16126,23100,HOME_IMPROVEMENT,36,15.7,0.18497165369462862,0,708,NO,1,0,0
36,FEMALE,BACHELOR,SA,95240,FULL-TIME,1,MORTGAGE,0,9000,MEDICAL,36,10.14,0.09449811003779925,14,666,NO,1,0,0
37,MALE,HIGH SCHOOL,NSW,62026,PART-TIME,7,RENT,0,9800,MEDICAL,24,15.86,0.157998258794699,18,681,NO,1,0,0
50,FEMALE,BACHELOR,VIC,60522,FULL-TIME,3,OWN,0,7500,HOLIDAY,84,12.33,0.1239218796470705,29,713,NO,1,0,0
61,MALE,POSTGRADUATE,QLD,94900,FULL-TIME,18,OWN,0,23300,HOLIDAY,24,18.64,0.24552160168598525,40,633,NO,1,0,0
50,FEMALE,BACHELOR,NSW,62340,FULL-TIME,4,MORTGAGE,0,23100,VEHICLE,24,15.45,0.37054860442733395,29,891,NO,0,0,0
34,MALE,CERTIFICATE/DIPLOMA,SA,48707,CASUAL,7,RENT,0,14900,VEHICLE,48,10.87,0.3059108547026095,12,591,NO,0,0,0
61,MALE,POSTGRADUATE,NSW,43805,FULL-TIME,11,MORTGAGE,0,19900,HOME_IMPROVEMENT,24,15.12,0.4542860404063463,43,617,YES,0,0,0
34,MALE,CERTIFICATE/DIPLOMA,WA,30367,CASUAL,7,RENT,0,14200,VEHICLE,24,18.26,0.467612869233049,15,704,YES,0,0,0
35,FEMALE,BACHELOR,SA,64332,FULL-TIME,6,MORTGAGE,0,75000,VEHICLE,36,10.09,1.165827271031524,15,587,NO,0,1,0
26,MALE,CERTIFICATE/DIPLOMA,NSW,145913,UNEMPLOYED,7,MORTGAGE,0,18800,VEHICLE,36,18.3,0.1288439001322706,8,831,NO,0,0,0
40,FEMALE,BACHELOR,NSW,92500,FULL-TIME,22,MORTGAGE,23069,17500,VEHICLE,60,12.9,0.1891891891891892,18,773,NO,0,0,0
40,MALE,POSTGRADUATE,TAS,62309,SELF-EMPLOYED,15,MORTGAGE,39254,63400,PERSONAL,48,11.7,1.0175095090596864,18,711,NO,1,1,0
41,MALE,CERTIFICATE/DIPLOMA,QLD,20000,FULL-TIME,6,FAMILY,0,36200,VEHICLE,12,10.76,1.81,21,564,YES,0,1,0
36,FEMALE,BACHELOR,NSW,53602,FULL-TIME,1,OWN,0,18800,HOME_IMPROVEMENT,36,16.32,0.35073318159770156,18,753,NO,1,0,0
56,MALE,CERTIFICATE/DIPLOMA,VIC,76700,CASUAL,6,RENT,0,31900,MEDICAL,36,12.36,0.41590612777053454,38,557,NO,0,0,0
36,MALE,POSTGRADUATE,NSW,81137,CASUAL,5,RENT,0,21900,DEBT_CONSOLIDATION,48,16.28,0.26991384941518665,16,666,NO,0,0,0
40,MALE,BACHELOR,SA,50488,CASUAL,10,RENT,10913,10800,VEHICLE,84,11.97,0.21391221676437966,20,849,NO,1,0,0
33,MALE,HIGH SCHOOL,VIC,76338,FULL-TIME,9,OWN,0,21900,VEHICLE,36,11.64,0.2868820246797139,14,809,NO,1,0,0
31,FEMALE,BACHELOR,WA,87764,FULL-TIME,6,MORTGAGE,25769,21800,HOME_IMPROVEMENT,60,13.92,0.24839341871382342,13,732,NO,0,0,0
35,MALE,BACHELOR,SA,62296,FULL-TIME,4,MORTGAGE,35007,6000,DEBT_CONSOLIDATION,24,10.45,0.09631437010401953,17,805,NO,1,0,0
28,MALE,CERTIFICATE/DIPLOMA,NSW,64124,FULL-TIME,7,MORTGAGE,0,11600,HOME_IMPROVEMENT,24,17.94,0.18089950720479073,8,769,NO,1,0,0
42,MALE,HIGH SCHOOL,WA,47178,FULL-TIME,3,MORTGAGE,0,18200,HOLIDAY,60,10.78,0.3857730298020264,20,752,NO,1,0,0
55,MALE,BACHELOR,VIC,145400,UNEMPLOYED,19,OWN,0,8500,DEBT_CONSOLIDATION,60,11.53,0.05845942228335626,34,842,NO,1,0,0
38,MALE,HIGH SCHOOL,QLD,108910,FULL-TIME,6,OTHER,0,20000,VEHICLE,48,14.99,0.1836378661279956,19,732,NO,1,0,0
49,MALE,CERTIFICATE/DIPLOMA,QLD,110108,FULL-TIME,5,MORTGAGE,0,75000,HOME_IMPROVEMENT,60,13.82,0.6811494169360991,27,481,NO,0,1,0
38,MALE,HIGH SCHOOL,NSW,103923,FULL-TIME,7,FAMILY,0,9100,DEBT_CONSOLIDATION,36,6.11,0.08756483165420552,20,663,NO,1,0,0
46,MALE,CERTIFICATE/DIPLOMA,QLD,59292,FULL-TIME,13,RENT,0,56100,VEHICLE,24,16.07,0.9461647439789517,25,910,NO,1,1,0
49,MALE,HIGH SCHOOL,NSW,137351,FULL-TIME,10,OWN,0,17600,VEHICLE,72,10.32,0.12813885592387386,29,634,NO,1,0,0
35,MALE,BACHELOR,VIC,70228,FULL-TIME,3,MORTGAGE,0,17700,HOME_IMPROVEMENT,36,15.04,0.2520362248675742,15,733,NO,0,0,0
41,MALE,HIGH SCHOOL,QLD,44784,SELF-EMPLOYED,14,OTHER,0,7900,VEHICLE,60,11.27,0.1764022865309039,22,471,NO,1,0,0
21,FEMALE,BACHELOR,VIC,26350,PART-TIME,3,FAMILY,0,16900,VEHICLE,24,14.95,0.6413662239089184,0,1078,NO,0,1,0
